Date,Open,High,Low,Close,Adj Close,Volume,30d,signal
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200.0,369.670013,-0.14555415399625612
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600.0,376.446991,-0.15728104730687043
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500.0,375.490997,-0.16730356919849135
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300.0,378.046997,-0.17804663847124794
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900.0,379.244995,-0.15570937725888778
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550.0,381.315002,-0.1758808561117142
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650.0,375.01001,-0.15993705608018308
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400.0,369.604004,-0.23950498923707544
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100.0,376.854004,-0.2989459997882894
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800.0,374.785004,-0.26764946283709906
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700.0,375.095001,-0.23702263630007706
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800.0,361.908997,-0.18670989547131933
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500.0,352.218994,-0.1955317463657284
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600.0,346.36499,-0.16155501166558434
2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300.0,350.506012,-0.21600206389612508
2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800.0,352.541992,-0.2464443668316255
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300.0,347.376007,-0.2290889854117069
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904.0,351.631989,-0.357677915930453
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704.0,345.345001,-0.4842751553250369
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504.0,327.062012,-0.3583969207649832
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000.0,319.776001,-0.34924134597580386
2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700.0,311.395996,-0.3601073952151909
2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100.0,317.842987,-0.33822983799230405
2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300.0,329.955994,-0.34881924890868926
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100.0,320.842987,-0.34137565550092575
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600.0,331.885986,-0.316340512792848
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600.0,334.571991,-0.3023743401162353
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700.0,322.533997,-0.27797069404748675
2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500.0,319.007996,-0.2230696311449196
2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700.0,327.924011,-0.2262902578365937
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000.0,315.863007,-0.13420379740765276
2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000.0,317.239014,-0.16947476706001863
2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200.0,312.670013,-0.25187903132878936
2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400.0,310.737,-0.24851884390980158
2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200.0,320.192993,-0.2928483509943642
2015-01-31,226.440994,233.503998,216.309006,217.464005,217.464005,23348200.0,314.248993,-0.3079882200290774
2015-02-01,216.867004,231.574005,212.014999,226.972,226.972,29128500.0,315.032013,-0.27952718887651584
2015-02-02,226.490997,242.175003,222.658997,238.229004,238.229004,30612100.0,281.082001,-0.15245727882803847
2015-02-03,237.453995,245.957001,224.483002,227.268005,227.268005,40783700.0,264.195007,-0.1397717633626588
2015-02-04,227.511002,230.057999,221.113007,226.852997,226.852997,26594300.0,274.473999,-0.17349913716235105
2015-02-05,227.664993,239.404999,214.725006,217.110992,217.110992,22516400.0,286.188995,-0.24137197518723588
2015-02-06,216.923004,230.509995,216.231995,222.266006,222.266006,24435300.0,294.337006,-0.24485877932725855
2015-02-07,222.632996,230.298996,222.606995,227.753998,227.753998,21604200.0,283.348999,-0.19620680219872597
2015-02-08,227.692993,229.438004,221.076996,223.412003,223.412003,17145200.0,290.40799,-0.2306960872529712
2015-02-09,223.389008,223.977005,217.018997,220.110001,220.110001,27791300.0,274.79599,-0.19900577515705378
2015-02-10,220.281998,221.807007,215.332001,219.839005,219.839005,21115100.0,265.660004,-0.17247985511586467
2015-02-11,219.731995,223.406006,218.074005,219.184998,219.184998,17201900.0,267.79599,-0.18152247910807032
2015-02-12,219.207993,222.199005,217.613998,221.764008,221.764008,15206200.0,225.860992,-0.018139404966396412
2015-02-13,221.968994,240.259003,221.261993,235.427002,235.427002,42744400.0,178.102997,0.3218587332362521
2015-02-14,235.528,259.808014,235.528,257.321014,257.321014,49732500.0,209.843994,0.22624912486177698
2015-02-15,257.506989,265.610992,227.684006,234.824997,234.824997,56552400.0,208.097,0.12844008803586782
2015-02-16,234.824997,239.520996,229.022003,233.843002,233.843002,28153700.0,199.259995,0.17355720098256555
2015-02-17,233.421997,245.774994,232.313995,243.610001,243.610001,27363100.0,210.339005,0.15817796608860077
2015-02-18,243.779999,244.251007,232.339996,236.326004,236.326004,25200800.0,214.860992,0.09990185654546359
2015-02-19,236.410004,242.671997,235.591995,240.283005,240.283005,18270500.0,211.315002,0.13708446028834248
2015-02-20,240.251007,247.100998,239.298996,243.779007,243.779007,23876700.0,226.897003,0.07440382101477115
2015-02-21,243.751999,255.320007,243.184006,244.533997,244.533997,12284200.0,233.406006,0.04767654093699718
2015-02-22,244.544006,246.391998,233.850998,235.977005,235.977005,19527000.0,232.878998,0.013303075960503728
2015-02-23,235.994995,240.108994,232.421005,238.891998,238.891998,16400000.0,247.847,-0.03613116963287838
2015-02-24,238.998001,239.901001,236.401993,238.735001,238.735001,14200400.0,253.718002,-0.059053756067336524
2015-02-25,238.889999,239.339996,235.529999,237.470001,237.470001,11496200.0,273.472992,-0.13165099316279094
2015-02-26,237.337006,237.710007,234.257004,236.425995,236.425995,13619400.0,263.475006,-0.1026625311093076
2015-02-27,236.436005,256.653015,236.436005,253.828003,253.828003,44013900.0,233.914993,0.08512925890133081
2015-02-28,253.520004,254.692001,249.479004,254.263,254.263,13949300.0,233.513,0.08886014911375384
2015-03-01,254.283005,261.660004,245.932999,260.201996,260.201996,25213700.0,226.425003,0.14917519069216928
2015-03-02,260.356995,276.300995,258.312988,275.670013,275.670013,40465700.0,217.464005,0.26765812576660675
2015-03-03,275.04599,285.79599,268.161011,281.701996,281.701996,50461300.0,226.972,0.24113104700139223
2015-03-04,281.98999,284.225006,268.126007,273.09201,273.09201,41383000.0,238.229004,0.14634240757687092
2015-03-05,272.739014,281.666992,264.769012,276.178009,276.178009,41302400.0,227.268005,0.2152084892019886
2015-03-06,275.600006,277.608002,270.015015,272.722992,272.722992,28918900.0,226.852997,0.20220140622607685
2015-03-07,272.294006,277.854004,270.132996,276.260986,276.260986,17825900.0,217.110992,0.2724412681970519
2015-03-08,276.433014,277.858002,272.565002,274.354004,274.354004,22067900.0,222.266006,0.23434981775845637
2015-03-09,274.812012,292.700989,273.893005,289.606995,289.606995,59178200.0,227.753998,0.2715780954150363
2015-03-10,289.862,300.044006,289.743011,291.76001,291.76001,67770800.0,223.412003,0.30592808838475893
2015-03-11,291.524994,297.390991,290.507996,296.378998,296.378998,33963900.0,220.110001,0.34650400551313437
2015-03-12,296.127014,297.088013,292.412994,294.354004,294.354004,32585200.0,219.839005,0.3389525848700052
2015-03-13,294.118011,294.497986,285.337006,285.337006,285.337006,31421500.0,219.184998,0.30180901340702143
2015-03-14,284.441986,286.34201,280.976013,281.88501,281.88501,22612300.0,221.764008,0.2711035146875594
2015-03-15,281.424988,286.528992,280.996002,286.393005,286.393005,11970100.0,235.427002,0.21648325199332927
2015-03-16,285.684998,294.112,285.684998,290.592987,290.592987,21516100.0,257.321014,0.12930142191962607
2015-03-17,290.595001,292.36499,284.373993,285.505005,285.505005,21497200.0,234.824997,0.21582032853171926
2015-03-18,285.066986,285.335999,249.869995,256.299011,256.299011,57008000.0,233.843002,0.09603028017917763
2015-03-19,255.880005,264.243988,248.636002,260.928009,260.928009,52732000.0,243.610001,0.07108906830142808
2015-03-20,260.955994,264.847992,259.161987,261.748993,261.748993,18456700.0,236.326004,0.10757592719250637
2015-03-21,261.644012,262.196014,255.649994,260.024994,260.024994,17130100.0,240.283005,0.08216140379965695
2015-03-22,259.916992,269.747009,259.589996,267.959991,267.959991,18438100.0,243.779007,0.09919223274217372
2015-03-23,267.894989,277.296997,261.744995,266.73999,266.73999,22811900.0,244.533997,0.090809430477677
2015-03-24,266.576996,267.002991,244.154999,245.595001,245.595001,40073700.0,235.977005,0.04075819167210808
2015-03-25,247.472,249.190002,236.514999,246.197006,246.197006,35866900.0,238.891998,0.030578705277520372
2015-03-26,246.276001,254.354004,244.904999,248.531998,248.531998,25730000.0,238.735001,0.04103712048490106
2015-03-27,248.565994,256.811005,245.212997,247.029007,247.029007,17274900.0,237.470001,0.04025353080282343
2015-03-28,246.975006,254.205002,246.975006,252.798004,252.798004,16040900.0,236.425995,0.0692479225898996
2015-03-29,252.740005,253.139008,240.850006,242.712997,242.712997,21699400.0,253.828003,-0.043789518369255716
2015-03-30,242.878998,249.242004,239.214005,247.526001,247.526001,23009600.0,254.263,-0.026496183086017224
2015-03-31,247.453995,248.729996,242.738998,244.223999,244.223999,22672000.0,260.201996,-0.06140612772240231
2015-04-01,244.223007,247.541,241.160004,247.272003,247.272003,22877200.0,275.670013,-0.10301450524471797
2015-04-02,247.089005,254.460999,245.416,253.005005,253.005005,26272600.0,281.701996,-0.10187003076825908
2015-04-03,253.074005,256.042999,251.878998,254.322006,254.322006,23146600.0,273.09201,-0.06873142864926743
2015-04-04,254.291,255.257996,251.100006,253.697006,253.697006,12493500.0,276.178009,-0.08140040940044574
2015-04-05,253.761002,260.674988,251.942001,260.597992,260.597992,19649200.0,272.722992,-0.04445903116228646
2015-04-06,260.721008,261.798004,254.574997,255.492004,255.492004,20034200.0,276.260986,-0.07517884555729484
2015-04-07,255.274002,255.804993,252.205002,253.179993,253.179993,18467400.0,274.354004,-0.07717769994710914
2015-04-08,253.063995,253.847,244.214996,245.022003,245.022003,30086400.0,289.606995,-0.15394998314871494
2015-04-09,244.751007,246.117996,239.399994,243.675995,243.675995,21643500.0,291.76001,-0.16480673619390135
2015-04-10,243.694,243.694,232.770996,236.072006,236.072006,28882000.0,296.378998,-0.20347930321297608
2015-04-11,236.016006,239.537003,234.175003,236.552002,236.552002,16365200.0,294.354004,-0.19636900199937485
2015-04-12,236.535004,237.727997,233.494995,236.153,236.153,12387900.0,285.337006,-0.17237163412305515
2015-04-13,235.949997,236.934998,221.996002,224.587006,224.587006,31181800.0,281.88501,-0.20326729683142788
2015-04-14,224.759003,224.975998,216.322998,219.158997,219.158997,31719000.0,286.393005,-0.23476134830876896
2015-04-15,219.072998,223.832993,218.649002,223.832993,223.832993,22562000.0,290.592987,-0.22973711337362732
2015-04-16,223.917007,229.671997,223.917007,228.572998,228.572998,24805400.0,285.505005,-0.19940808743440408
2015-04-17,228.574997,228.906006,221.942001,222.882004,222.882004,20429800.0,256.299011,-0.13038289484464693
2015-04-18,222.852997,224.315994,220.876007,223.356003,223.356003,12939000.0,260.928009,-0.14399376342920697
2015-04-19,223.455994,226.352997,222.373001,222.600006,222.600006,15021500.0,261.748993,-0.14956690587917554
2015-04-20,222.612,226.350998,221.977005,224.626007,224.626007,18364700.0,260.024994,-0.13613686305863354
2015-04-21,224.619995,235.268997,224.300995,235.268997,235.268997,24978000.0,267.959991,-0.12199953387817508
2015-04-22,235.602005,237.908997,233.475998,234.175995,234.175995,23847900.0,266.73999,-0.1220814134393571
2015-04-23,234.052994,236.475006,233.199005,236.462006,236.462006,17036000.0,245.595001,-0.03718721864375405
2015-04-24,235.970001,236.304993,229.932999,231.268005,231.268005,21448700.0,246.197006,-0.06063843440890585
2015-04-25,231.235001,232.561005,226.337006,226.389999,226.389999,13957200.0,248.531998,-0.08909113988614054
2015-04-26,226.410004,226.944,214.873993,219.429993,219.429993,28943700.0,247.029007,-0.1117237782524868
2015-04-27,219.429001,233.304993,218.022995,229.285995,229.285995,38574000.0,252.798004,-0.09300709905921559
2015-04-28,228.968994,229.494995,223.069,225.854996,225.854996,21469200.0,242.712997,-0.06945652358287184
2015-04-29,225.591003,227.039993,223.429993,225.807999,225.807999,18936500.0,247.526001,-0.0877402855144903
2015-04-30,225.692993,239.563004,224.992996,236.145004,236.145004,33818600.0,244.223999,-0.03308026661212763
2015-05-01,235.938995,238.966003,232.078995,232.078995,232.078995,18815300.0,247.272003,-0.061442491732474944
2015-05-02,232.341003,235.727005,232.341003,234.929993,234.929993,12535500.0,253.005005,-0.07144132188215017
2015-05-03,234.880005,243.240005,234.082993,240.358002,240.358002,18494100.0,254.322006,-0.054906786163050274
2015-05-04,240.356003,242.638,237.809998,239.018005,239.018005,21223400.0,253.697006,-0.05786036355509848
2015-05-05,238.852005,239.203995,232.054001,236.121002,236.121002,23929100.0,260.597992,-0.09392624176474842
2015-05-06,236.248993,236.453995,229.231003,229.781998,229.781998,29587200.0,255.492004,-0.10062939582250105
2015-05-07,229.662003,239.104996,228.572998,237.334,237.334,29064400.0,253.179993,-0.06258785622132469
2015-05-08,237.203995,246.274994,236.274002,243.863007,243.863007,27445500.0,245.022003,-0.004730171110388
2015-05-09,243.768997,247.804001,239.639008,241.832001,241.832001,19790500.0,243.675995,-0.00756740113034117
2015-05-10,241.729004,244.067993,238.848999,240.296005,240.296005,15019100.0,236.072006,0.0178928415595368
2015-05-11,240.298996,244.270004,239.376007,242.158005,242.158005,20892300.0,236.552002,0.02369881866398246
2015-05-12,242.145004,242.880997,240.098999,241.112,241.112,19282600.0,236.153,0.02099909804237085
2015-05-13,241.397995,243.703995,235.044998,236.376999,236.376999,27180100.0,224.587006,0.05249632741441867
2015-05-14,236.214005,237.798996,234.057007,236.929001,236.929001,24413700.0,219.158997,0.08108270362270366
2015-05-15,236.955002,238.753006,236.794998,237.604996,237.604996,16329400.0,223.832993,0.06152802951618492
2015-05-16,237.643997,237.697006,235.294998,236.153,236.153,11089700.0,228.572998,0.03316228104948765
2015-05-17,236.009995,238.024994,236.009995,236.802002,236.802002,11134300.0,222.882004,0.06245456228040732
2015-05-18,236.886993,237.210007,232.460007,233.128006,233.128006,16780300.0,223.356003,0.04375079634640495
2015-05-19,233.037003,234.151001,231.817001,231.947006,231.947006,14241900.0,222.600006,0.04199011566962842
2015-05-20,231.889999,234.682999,231.841995,234.018005,234.018005,15499400.0,224.626007,0.041811712390008346
2015-05-21,234.016006,236.242004,233.835007,235.343994,235.343994,15108900.0,235.268997,0.00031877128289876716
2015-05-22,235.320999,240.968994,235.059998,240.348007,240.348007,27003000.0,234.175995,0.02635629668190369
2015-05-23,240.285995,241.024994,238.690994,238.871994,238.871994,14605000.0,236.462006,0.010191861435870583
2015-05-24,238.975998,241.977997,238.811005,240.953003,240.953003,11508000.0,231.268005,0.041877811848638584
2015-05-25,240.927002,241.020996,236.636993,237.110001,237.110001,14423900.0,226.389999,0.04735192388070121
2015-05-26,237.104004,238.242004,235.692001,237.115997,237.115997,16425000.0,219.429993,0.0805997564790516
2015-05-27,237.065002,238.636002,236.695007,237.283005,237.283005,18837000.0,229.285995,0.03487788253268582
2015-05-28,237.257004,237.824005,236.651993,237.408005,237.408005,13829600.0,225.854996,0.05115232872687927
2015-05-29,237.376999,237.522003,235.731003,237.095993,237.095993,14805000.0,225.807999,0.049989345151586054
2015-05-30,237.091995,237.093002,232.046005,233.345001,233.345001,14098600.0,236.145004,-0.011857134186925267
2015-05-31,233.134995,233.251999,229.542007,230.190002,230.190002,14730800.0,232.078995,-0.008139439762741127
2015-06-01,230.233002,231.712997,221.296005,222.925995,222.925995,26090500.0,234.929993,-0.051096064179425554
2015-06-02,222.893997,226.416,222.419006,225.802994,225.802994,20459000.0,240.358002,-0.06055553748528825
2015-06-03,225.735992,227.404007,223.929993,225.873993,225.873993,17752400.0,239.018005,-0.054991723322265935
2015-06-04,225.772003,226.580994,224.054001,224.324005,224.324005,14728100.0,236.121002,-0.04996165906495689
2015-06-05,224.154007,225.968002,223.179001,224.951996,224.951996,18056500.0,229.781998,-0.021019932118442018
2015-06-06,225.005005,225.718994,224.378998,225.619003,225.619003,11131500.0,237.334,-0.04936080376178723
2015-06-07,225.595993,226.194,222.651993,222.880997,222.880997,13318400.0,243.863007,-0.08604015122310044
2015-06-08,222.878998,229.464005,222.839005,228.488998,228.488998,23378400.0,241.832001,-0.05517467888792758
2015-06-09,228.537994,230.953995,227.929001,229.048004,229.048004,28353100.0,240.296005,-0.04680893883358575
2015-06-10,228.994995,229.781998,228.009995,228.802994,228.802994,15904800.0,242.158005,-0.055149987711535654
2015-06-11,228.854996,230.287003,228.766998,229.705002,229.705002,14416000.0,241.112,-0.04730995553933436
2015-06-12,229.705002,231.057007,229.313004,229.981995,229.981995,14017700.0,236.376999,-0.02705425666225672
2015-06-13,229.919998,232.651993,229.210007,232.401993,232.401993,13305300.0,236.929001,-0.019107023542466187
2015-06-14,232.442001,234.858002,232.003998,233.542999,233.542999,12165900.0,237.604996,-0.01709558750187219
2015-06-15,233.421997,237.835999,233.421997,236.822998,236.822998,19912100.0,236.153,0.002837135247064492
2015-06-16,236.764999,251.742004,236.121994,250.895004,250.895004,41612000.0,236.802002,0.05951386340052992
2015-06-17,250.822998,256.852997,246.475998,249.283997,249.283997,43858400.0,233.128006,0.0693009444776875
2015-06-18,249.427994,252.108002,244.126999,249.007004,249.007004,30980200.0,231.947006,0.07355127489768076
2015-06-19,249.042999,250.977005,243.787003,244.606003,244.606003,23965300.0,234.018005,0.04524437339767938
2015-06-20,244.529999,245.828003,240.626999,245.212006,245.212006,20608100.0,235.343994,0.04193016287468969
2015-06-21,245.100006,245.223999,241.882004,243.944,243.944,10600900.0,240.348007,0.014961609396661205
2015-06-22,243.968994,247.917007,243.779007,246.990005,246.990005,17692500.0,238.871994,0.03398477512604511
2015-06-23,246.927002,247.304001,243.132996,244.296005,244.296005,15108700.0,240.953003,0.013874083154713838
2015-06-24,244.281998,244.341003,240.514999,240.514999,240.514999,17344900.0,237.110001,0.014360414936694203
2015-06-25,240.365005,243.332001,240.365005,242.798996,242.798996,16133100.0,237.115997,0.02396716827165396
2015-06-26,242.604004,243.748993,241.552994,243.593994,243.593994,13983500.0,237.283005,0.026596885857881
2015-06-27,243.548996,251.339005,243.117004,250.990005,250.990005,20488600.0,237.408005,0.057209528381319714
2015-06-28,250.955002,251.171997,247.434006,249.011002,249.011002,15137600.0,237.095993,0.0502539450339846
2015-06-29,248.720993,257.173004,248.580994,257.063995,257.063995,34742900.0,233.345001,0.10164774860550786
2015-06-30,257.036011,267.867004,255.945999,263.071991,263.071991,44533800.0,230.190002,0.14284716414399282
2015-07-01,263.345001,265.171997,255.774002,258.621002,258.621002,27029800.0,222.925995,0.1601204336892159
2015-07-02,258.552002,261.631012,254.115997,255.412003,255.412003,21551900.0,225.802994,0.13112761914928367
2015-07-03,255.459,257.076996,253.505005,256.335999,256.335999,19033800.0,225.873993,0.13486283035692384
2015-07-04,256.490997,261.457001,254.199997,260.885986,260.885986,15620400.0,224.324005,0.1629873762284157
2015-07-05,260.804993,274.506012,258.700989,271.912994,271.912994,44156100.0,224.951996,0.20876008586294126
2015-07-06,271.108002,277.421997,267.600006,269.029999,269.029999,49154800.0,225.619003,0.19240842049107001
2015-07-07,269.963013,271.341003,264.832001,266.207001,266.207001,28857600.0,222.880997,0.19439074924812896
2015-07-08,265.981995,272.971008,264.385986,270.785004,270.785004,36980200.0,228.488998,0.18511178380676344
2015-07-09,270.826996,272.334991,267.085999,269.227997,269.227997,40301200.0,229.048004,0.1754217120355261
